customer_id,join_date,loyalty_tier,pref_channel,region,label_affinity,discount_sensitivity,premium_pref,primary_category,recency_days,tenure_days,purchase_count_90,spend_90,aov_90,category_diversity_90,discount_share_90,premium_share_90,label_match_90,review_rate,avg_rating,avg_polarity,top_brand_share_90
427,2025-04-01,Member,email,South,none,0.7528533960019339,0.5050707494489991,lip-balm-lip-care,41,293,1,68.0,68.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
428,2025-07-07,Member,email,Midwest,none,0.2440963496738951,0.555122124909862,face-creams,26,196,6,198.0,33.0,5,0.0,0.0,0.0,0.16666666666666666,4.0,0.08590647164017506,0.16666666666666666
429,2025-02-07,Member,email,Midwest,none,0.6833805025683676,0.5711956466092124,eye-cream-dark-circles,22,346,3,94.1,31.366666666666664,3,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
430,2025-08-28,Platinum,email,Northeast,clean,0.17547631930421895,0.6975045767451749,face-creams,20,144,25,1601.9,64.07600000000001,13,0.12,0.48,0.72,0.07692307692307693,4.0,0.2619121972913169,0.12
431,2025-04-01,Platinum,sms,South,none,0.17108289042282301,0.10945425116936437,eye-cream-dark-circles,72,293,3,93.67,31.223333333333333,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
432,2025-04-05,Platinum,email,West,none,0.6546791651488838,0.5108206436533896,mini-skincare,35,289,7,435.8,62.25714285714286,6,0.14285714285714285,0.2857142857142857,0.0,0.6,3.888888888888889,0.18363400682679273,0.2857142857142857
433,2025-07-18,Platinum,email,Northeast,none,0.43283136418882656,0.40086981215175577,face-wash-facial-cleanser,36,185,7,235.63,33.66142857142857,5,0.14285714285714285,0.0,0.0,0.1111111111111111,3.0,0.03708329680545044,0.14285714285714285
434,2025-09-16,Member,email,South,none,0.34058840794427764,0.3390096338667695,face-serum,48,125,5,219.25,43.85,3,0.2,0.2,0.0,0.0,0.0,0.0,0.4
435,2025-05-11,Member,email,West,clean,0.9423935209006894,0.5601817452442989,face-wash-facial-cleanser,79,253,1,51.0,51.0,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0
436,2025-08-28,Member,sms,South,cruelty-free,0.5056380435939638,0.3943121466265856,lip-balm-lip-care,38,144,4,103.95,25.9875,3,0.25,0.0,0.75,0.0,0.0,0.0,0.25
437,2025-04-02,Platinum,email,Northeast,none,0.4359245647179351,0.56307803374769,face-serum,129,292,0,0.0,0.0,0,0.0,0.0,0.0,0.125,3.0,-0.4105374912771182,0.0
438,2025-02-08,Member,sms,South,none,0.39826004349429606,0.4500790825008691,eye-cream-dark-circles,22,345,3,420.0,140.0,3,0.0,0.3333333333333333,0.0,0.14285714285714285,4.0,0.39022614834445873,0.3333333333333333
439,2025-09-06,Member,email,South,luxury,0.32261766441317047,0.870164565936693,lip-balm-lip-care,28,135,11,640.6,58.23636363636364,9,0.18181818181818182,0.45454545454545453,0.0,0.16666666666666666,4.0,0.5188942352668464,0.09090909090909091
440,2025-08-19,Platinum,email,West,none,0.6060871925635707,0.8378986635698967,mini-skincare,64,153,7,429.4,61.34285714285714,5,0.42857142857142855,0.2857142857142857,0.0,0.2857142857142857,4.0,0.3905329554968802,0.14285714285714285
441,2025-08-14,Member,app_push,Midwest,none,0.45204209228477293,0.6323922231026342,eye-cream-dark-circles,36,158,5,260.5,52.1,4,0.0,0.6,0.0,0.0,0.0,0.0,0.2
442,2025-09-22,Member,email,Midwest,none,0.7500140861474773,0.566785639877214,face-sunscreen,36,119,6,307.0,51.166666666666664,6,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666
443,2025-05-30,Member,email,South,none,0.6210818351544561,0.4893197272449714,body-lotion-body-oil,67,234,8,328.67,41.08375,6,0.125,0.125,0.0,0.0,0.0,0.0,0.125
444,2025-03-01,Diamond,email,West,none,0.45533733256635006,0.6496567719390167,skin-care-sets-travel-value,47,324,6,412.0,68.66666666666667,4,0.16666666666666666,0.3333333333333333,0.0,0.07692307692307693,4.0,1.0,0.16666666666666666
445,2025-06-25,Member,email,West,clean,0.4140016924697029,0.4255315807555321,face-creams,33,208,4,151.0,37.75,4,0.0,0.0,0.5,0.0,0.0,0.0,0.25
446,2025-06-22,Member,email,Northeast,none,0.5607113652487999,0.3710048779383504,face-serum,29,211,3,156.5,52.166666666666664,2,0.0,0.3333333333333333,0.0,0.4,3.0,-0.07351819915480767,0.3333333333333333
447,2025-04-26,Member,app_push,Midwest,none,0.6655004570390134,0.47040666445134444,skin-care-sets-travel-value,195,268,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,2025-07-11,Platinum,email,West,none,0.41651686122095866,0.5939124803367563,face-creams,36,192,20,1177.63,58.8815,11,0.25,0.45,0.0,0.2222222222222222,4.25,0.4204658696707814,0.1
449,2025-03-20,Member,sms,Midwest,none,0.41027201122481693,0.44827677524316,face-creams,43,305,5,157.5,31.5,5,0.0,0.2,0.0,0.0,0.0,0.0,0.2
450,2025-07-02,Platinum,email,West,none,0.460804292848368,0.6447570172170664,eye-cream-dark-circles,38,201,5,169.62,33.924,4,0.2,0.2,0.0,0.4,4.0,0.40416331996256283,0.2
451,2025-08-27,Member,app_push,South,none,0.5414116867389623,0.7551341423968123,eye-cream-dark-circles,25,145,17,1430.47,84.14529411764705,13,0.35294117647058826,0.47058823529411764,0.0,0.14285714285714285,3.0,-0.4024946973974984,0.11764705882352941
452,2025-01-29,Platinum,email,Midwest,planet,0.47576419158243566,0.9429285269840593,body-lotion-body-oil,65,355,6,559.4,93.23333333333333,5,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,3.0,-0.1290267415308777,0.16666666666666666
453,2025-05-17,Member,email,South,none,0.23986482188639596,0.07277576899517316,body-lotion-body-oil,86,247,3,131.15,43.71666666666667,3,0.3333333333333333,0.3333333333333333,0.0,0.5,3.0,-0.2622231893591736,0.3333333333333333
454,2025-07-18,Diamond,email,South,none,0.15768323191834424,0.24960459911176835,eye-cream-dark-circles,26,185,25,1794.51,71.7804,16,0.2,0.2,0.0,0.2857142857142857,3.8333333333333335,0.49790222530079936,0.08
455,2025-01-16,Member,sms,West,planet,0.3595987246217757,0.7725606654617804,face-wash-facial-cleanser,142,368,0,0.0,0.0,0,0.0,0.0,0.0,0.25,4.0,1.0,0.0
456,2025-07-09,Platinum,email,South,luxury,0.8875498344135954,0.5430449764071582,body-lotion-body-oil,55,194,5,485.6,97.12,5,0.2,0.4,0.2,0.2222222222222222,4.5,0.7765441419546404,0.2
457,2025-10-01,Platinum,email,Midwest,none,0.2742117064263758,0.5242360538733368,face-creams,24,110,20,1525.65,76.2825,9,0.1,0.4,0.0,0.2,4.0,0.6308729448166244,0.15
458,2025-09-05,Member,email,West,none,0.01057394811141471,0.5747975133528338,face-serum,45,136,6,332.9,55.48333333333333,5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666
459,2025-07-25,Member,sms,Midwest,none,0.19228294950493627,0.27964005726013996,face-serum,42,178,2,118.0,59.0,2,0.0,0.5,0.0,0.0,0.0,0.0,0.5
460,2025-08-30,Member,email,Northeast,cruelty-free,0.17980766649013447,0.4262569937642106,body-lotion-body-oil,49,142,5,206.20000000000002,41.24,4,0.4,0.2,0.4,0.6666666666666666,4.0,0.48740063629501856,0.2
461,2025-04-19,Member,email,Northeast,none,0.2574543505565924,0.335413988590997,facial-treatment-masks,77,275,1,30.0,30.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
462,2025-04-09,Member,sms,West,none,0.1506781968085443,0.7575512501807555,lip-balm-lip-care,22,285,5,143.32999999999998,28.665999999999997,5,0.0,0.0,0.0,0.2857142857142857,3.5,0.40689337136892384,0.2
463,2025-01-26,Platinum,sms,Midwest,none,0.1647520268213099,0.8729025779574391,lip-balm-lip-care,54,358,2,64.0,32.0,2,0.0,0.0,0.0,0.3076923076923077,4.0,0.5056563352122305,0.5
464,2025-08-05,Member,email,Northeast,planet,0.47583134102831826,0.8461207526252881,body-lotion-body-oil,152,167,0,0.0,0.0,0,0.0,0.0,0.0,1.0,4.0,0.2461365528973486,0.0
465,2025-04-05,Member,email,Northeast,none,0.31188765230274335,0.6637981639446926,eye-cream-dark-circles,37,289,7,720.65,102.95,6,0.2857142857142857,0.7142857142857143,0.0,0.08333333333333333,4.0,0.5832925264025417,0.2857142857142857
466,2025-09-18,Member,email,South,none,0.2656450147738366,0.5045123007655109,face-wash-facial-cleanser,49,123,3,54.5,18.166666666666668,3,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
467,2025-05-20,Member,email,Northeast,cruelty-free,0.6814585041497927,0.7884624975629092,face-creams,79,244,2,126.24000000000001,63.120000000000005,2,0.5,0.5,1.0,0.0,0.0,0.0,0.5
468,2025-09-25,Member,email,West,none,0.7854924575403583,0.8173008502290857,skin-care-sets-travel-value,23,116,7,421.0,60.142857142857146,3,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.2857142857142857
469,2025-02-11,Member,app_push,South,none,0.6440646889562577,0.7426063061544277,skin-care-sets-travel-value,176,342,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,2025-02-18,Member,email,West,planet,0.25631975581941147,0.603815253000572,facial-treatment-masks,64,335,2,66.0,33.0,2,0.0,0.0,0.0,0.6666666666666666,4.0,0.14066508259727145,0.5
471,2025-04-15,Member,app_push,Midwest,none,0.21375285682174844,0.2806209304021765,facial-treatment-masks,32,279,1,22.0,22.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
472,2025-01-09,Member,email,South,none,0.7498474322760991,0.6222958231753906,face-serum,118,375,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,2025-05-28,Platinum,email,Midwest,none,0.2002533478953754,0.3599667645888936,mini-skincare,19,236,5,212.0,42.4,5,0.0,0.0,0.0,0.2222222222222222,4.0,0.6535787538323117,0.2
474,2025-07-15,Member,email,Midwest,planet,0.6527787573743061,0.39543510793265985,body-lotion-body-oil,58,188,3,91.37,30.456666666666667,3,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
475,2025-07-18,Member,email,South,none,0.3788902146936778,0.5247815178409052,face-serum,59,185,5,357.5,71.5,3,0.2,0.6,0.0,0.2857142857142857,4.0,0.4110566794975825,0.2
476,2025-03-06,Member,app_push,South,none,0.21534878950331127,0.13872662565567964,eye-cream-dark-circles,106,319,0,0.0,0.0,0,0.0,0.0,0.0,0.2,5.0,1.0,0.0
477,2025-02-19,Member,app_push,Northeast,planet,0.445804758692522,0.4269250251600951,lip-balm-lip-care,19,334,13,1230.6,94.66153846153846,11,0.23076923076923078,0.38461538461538464,0.0,0.2727272727272727,4.333333333333333,0.702205663551661,0.07692307692307693
478,2025-06-19,Member,app_push,Northeast,cruelty-free,0.5348793021534878,0.2985906471400054,facial-treatment-masks,23,214,4,270.8,67.7,4,0.0,0.25,0.0,0.0,0.0,0.0,0.25
479,2025-07-09,Member,email,West,none,0.34307870400009527,0.08678256666043824,skin-care-sets-travel-value,28,194,2,55.0,27.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5
480,2025-10-11,Member,email,West,none,0.2021187337474763,0.8068452614108763,face-sunscreen,24,100,13,479.19,36.86076923076923,10,0.07692307692307693,0.07692307692307693,0.0,0.25,4.0,0.4297106110251433,0.15384615384615385
481,2025-09-26,Platinum,sms,Midwest,none,0.7276260358355086,0.5422780818779906,face-serum,76,115,10,995.36,99.536,5,0.0,0.5,0.0,0.3333333333333333,4.0,0.3559157268515205,0.2
482,2025-04-24,Diamond,app_push,Northeast,luxury,0.2596295564734928,0.6795689880321308,face-creams,25,270,15,990.9,66.06,10,0.13333333333333333,0.4,0.2,0.3333333333333333,4.166666666666667,0.5824373121759349,0.06666666666666667
483,2025-02-18,Platinum,email,Midwest,none,0.31806032293482034,0.7728237436121975,skin-care-sets-travel-value,37,335,5,267.0,53.4,5,0.0,0.4,0.0,0.3125,4.2,0.6052601667151991,0.2
484,2025-03-17,Member,app_push,Midwest,clean,0.553377330127559,0.49286226552619183,face-serum,113,308,0,0.0,0.0,0,0.0,0.0,0.0,0.14285714285714285,4.0,0.4465791232537325,0.0
485,2025-09-22,Member,email,South,none,0.8370598296372992,0.38064608393226435,body-lotion-body-oil,21,119,11,412.74,37.52181818181818,7,0.18181818181818182,0.2727272727272727,0.0,0.0,0.0,0.0,0.18181818181818182
486,2025-05-17,Member,sms,South,none,0.38083330136458604,0.642492344923457,face-serum,20,247,6,587.13,97.855,4,0.0,0.3333333333333333,0.0,0.2,4.5,0.42916669820657105,0.16666666666666666
487,2025-10-25,Member,email,Midwest,luxury,0.4808168565529457,0.3226880455086491,face-creams,29,86,10,476.55,47.655,7,0.2,0.3,0.2,0.25,4.0,0.8680466986417863,0.1
488,2025-07-17,Diamond,app_push,Northeast,none,0.46082056784881437,0.14259474745337444,body-lotion-body-oil,38,186,7,782.7,111.81428571428572,4,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,3.5,0.49561609074785473,0.14285714285714285
489,2025-06-28,Member,app_push,South,planet,0.4899953884481739,0.5059934988460547,face-sunscreen,19,205,3,141.5,47.166666666666664,3,0.0,0.3333333333333333,0.0,0.2857142857142857,4.0,0.45890652957967143,0.3333333333333333
490,2025-01-31,Member,email,South,luxury,0.0959072275960219,0.5674846570426989,face-sunscreen,23,353,3,319.0,106.33333333333333,2,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,5.0,1.0,0.3333333333333333
491,2025-06-27,Platinum,email,South,none,0.19857641186327843,0.46958664431908376,mini-skincare,19,206,5,298.0,59.6,4,0.0,0.2,0.0,0.36363636363636365,4.25,0.7079797085399513,0.2
492,2025-04-25,Member,email,South,none,0.37952080328888027,0.6737461413989307,mini-skincare,57,269,4,348.75,87.1875,4,0.25,0.5,0.0,0.3333333333333333,4.333333333333333,0.8138666246890769,0.25
493,2025-09-11,Member,email,South,clean,0.41300527917343305,0.46222039673579807,face-sunscreen,31,130,5,266.2,53.239999999999995,5,0.2,0.4,1.0,0.5,4.0,0.7518660717647614,0.4
494,2025-02-10,Diamond,email,West,luxury,0.1648675077492426,0.9383095048381047,face-sunscreen,21,343,10,1180.75,118.075,7,0.3,0.5,0.4,0.25,4.25,0.6265815617139695,0.1
495,2025-02-27,Member,email,West,none,0.1201466909500502,0.41705401080840115,face-sunscreen,50,326,8,354.4,44.3,6,0.0,0.125,0.0,0.16666666666666666,4.0,0.3425050340007358,0.25
496,2025-07-18,Member,email,Midwest,none,0.13088988406947336,0.7258624982162587,skin-care-sets-travel-value,28,185,3,86.0,28.666666666666668,3,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
497,2025-07-24,Member,email,West,clean,0.3740886711779925,0.6661131637085159,eye-cream-dark-circles,24,179,4,569.0,142.25,3,0.0,0.5,0.25,0.2,4.0,0.5017431446325309,0.25
498,2025-09-07,Diamond,email,South,none,0.3662489846376771,0.8552979084807316,eye-cream-dark-circles,21,134,17,1066.25,62.720588235294116,10,0.17647058823529413,0.4117647058823529,0.0,0.08333333333333333,4.0,-0.006244959246093806,0.11764705882352941
499,2025-06-07,Member,app_push,South,none,0.5798859848699024,0.16410522871897767,lip-balm-lip-care,23,226,8,377.25,47.15625,6,0.25,0.375,0.0,0.0,0.0,0.0,0.125
500,2025-04-24,Member,email,West,none,0.16318469105403183,0.43804949293132517,face-serum,45,270,6,551.0,91.83333333333333,3,0.16666666666666666,0.6666666666666666,0.0,0.14285714285714285,3.0,-0.15188450269743226,0.3333333333333333
501,2025-04-02,Diamond,app_push,Northeast,none,0.685092522069102,0.42555292214519197,skin-care-sets-travel-value,19,292,4,250.4,62.6,4,0.25,0.25,0.0,0.25,4.6,0.8169677967922176,0.25
502,2025-04-22,Diamond,email,Midwest,none,0.2726894169698503,0.9298997838983621,face-creams,35,272,11,932.9,84.80909090909091,10,0.09090909090909091,0.2727272727272727,0.0,0.30434782608695654,4.285714285714286,0.47368800356240265,0.18181818181818182
503,2025-07-18,Diamond,email,Midwest,none,0.4642937681557927,0.6394045136853082,lip-balm-lip-care,38,185,13,965.65,74.28076923076922,7,0.15384615384615385,0.6153846153846154,0.0,0.21739130434782608,4.0,0.4205116037297921,0.15384615384615385
504,2025-06-11,Platinum,app_push,Northeast,none,0.4740721566978131,0.6753858839539377,face-serum,21,222,10,556.48,55.648,7,0.1,0.4,0.0,0.25,4.0,0.42257945354623483,0.1
505,2025-03-30,Member,email,Northeast,none,0.7786950464111945,0.7972977842315728,body-lotion-body-oil,59,295,1,69.0,69.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
506,2025-03-06,Member,email,Midwest,clean,0.35080264032869785,0.1921371857658531,face-serum,36,319,1,9.9,9.9,1,1.0,0.0,1.0,0.08333333333333333,5.0,0.988055875456989,1.0
507,2025-08-02,Member,email,West,none,0.12416806535216975,0.639288875309778,lip-balm-lip-care,33,170,3,209.0,69.66666666666667,3,0.0,0.3333333333333333,0.0,0.5,4.0,0.9133221228242203,0.3333333333333333
508,2025-03-16,Member,app_push,South,none,0.7835413440197174,0.28740197664661543,mini-skincare,35,309,2,28.8,14.4,2,1.0,0.0,0.0,0.0,0.0,0.0,0.5
509,2025-03-04,Diamond,email,South,none,0.806412041209563,0.3267521889816193,lip-balm-lip-care,78,321,3,291.55,97.18333333333334,3,0.6666666666666666,0.6666666666666666,0.0,0.21428571428571427,4.0,0.28598936882242004,0.3333333333333333
510,2025-04-09,Member,email,Midwest,none,0.16184823915279645,0.48051854990154186,face-wash-facial-cleanser,24,285,7,632.0,90.28571428571429,5,0.0,0.5714285714285714,0.0,0.25,4.5,0.6280386657079591,0.14285714285714285
511,2025-09-14,Member,email,Midwest,none,0.10431803335016454,0.7094656668358759,face-creams,19,127,13,783.1,60.23846153846154,7,0.07692307692307693,0.46153846153846156,0.0,0.4,4.5,0.6176314025221491,0.15384615384615385
512,2025-05-18,Member,email,South,none,0.25224039654190245,0.0334287515780538,mini-skincare,31,246,2,69.0,34.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5
513,2025-06-28,Member,app_push,Midwest,none,0.26382092741903296,0.34411174246461784,mini-skincare,21,205,6,251.5,41.916666666666664,6,0.16666666666666666,0.3333333333333333,0.0,0.1,4.0,0.4752137446556,0.16666666666666666
514,2025-01-25,Member,email,Midwest,planet,0.20049403718153677,0.2905439025076391,eye-cream-dark-circles,137,359,0,0.0,0.0,0,0.0,0.0,0.0,0.25,3.0,-0.12650636480525693,0.0
515,2025-04-14,Member,sms,West,none,0.4837595645919384,0.39076854328965754,eye-cream-dark-circles,51,280,2,141.25,70.625,2,0.0,0.5,0.0,0.0,0.0,0.0,0.5
516,2025-08-14,Diamond,app_push,South,luxury,0.39369025103321265,0.1414283407449878,face-creams,19,158,18,1216.04,67.55777777777777,14,0.05555555555555555,0.2222222222222222,0.2222222222222222,0.38461538461538464,4.8,0.8428770258130435,0.1111111111111111
517,2025-08-20,Platinum,email,Midwest,none,0.24044865163098614,0.44269887935980706,face-wash-facial-cleanser,24,152,11,506.79,46.07181818181818,8,0.09090909090909091,0.18181818181818182,0.0,0.1875,3.6666666666666665,0.553536907500203,0.09090909090909091
518,2025-06-23,Member,email,Northeast,luxury,0.37420548582856694,0.34580106011022,face-serum,23,210,6,243.7,40.61666666666667,4,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
519,2025-09-20,Platinum,email,Northeast,clean,0.23838419171457245,0.5284709214671721,skin-care-sets-travel-value,34,121,18,669.5,37.19444444444444,9,0.1111111111111111,0.05555555555555555,0.7222222222222222,0.25,3.5,0.3169160397719431,0.05555555555555555
520,2025-03-31,Platinum,email,West,clean,0.33073175923077414,0.13549202459012555,face-serum,28,294,6,283.36,47.22666666666667,6,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.16666666666666666
521,2025-02-19,Member,email,South,none,0.18212989908478572,0.03812424602932245,mini-skincare,123,334,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,2025-01-24,Platinum,email,South,none,0.10980259316277087,0.1627658587586364,facial-treatment-masks,53,360,4,195.0,48.75,4,0.0,0.25,0.0,0.1,3.0,0.27606874283885,0.25
523,2025-03-01,Diamond,email,West,none,0.5923181485636344,0.4707392799027315,skin-care-sets-travel-value,62,324,3,187.65,62.550000000000004,3,0.6666666666666666,0.6666666666666666,0.0,0.3076923076923077,4.25,0.4290243091073173,0.3333333333333333
524,2025-08-17,Member,sms,Northeast,planet,0.4677046933829402,0.44440477788621235,skin-care-sets-travel-value,39,155,6,393.33,65.55499999999999,5,0.16666666666666666,0.3333333333333333,0.0,0.25,4.0,0.9456266778099798,0.16666666666666666
525,2025-09-29,Member,email,Midwest,none,0.3646534049714154,0.9298775998584812,body-lotion-body-oil,21,112,12,602.1,50.175000000000004,6,0.0,0.25,0.0,0.0,0.0,0.0,0.16666666666666666
526,2025-02-09,Diamond,app_push,South,none,0.47375477375311503,0.27752256322954105,skin-care-sets-travel-value,28,344,11,421.35,38.304545454545455,8,0.18181818181818182,0.18181818181818182,0.0,0.13043478260869565,4.0,0.48949323990828814,0.18181818181818182
527,2025-05-31,Diamond,email,Midwest,none,0.28359437145172894,0.7831002488425312,body-lotion-body-oil,34,233,8,508.0,63.5,6,0.125,0.25,0.0,0.2777777777777778,4.2,0.5326834704534484,0.125
528,2025-02-09,Member,email,West,clean,0.4713097639393285,0.518516368177545,face-sunscreen,94,344,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,2025-09-11,Member,email,West,none,0.4568662080232279,0.8394773871752401,mini-skincare,19,130,14,659.5699999999999,47.11214285714285,8,0.21428571428571427,0.21428571428571427,0.0,0.2,4.5,0.8536908323248856,0.14285714285714285
530,2025-02-09,Platinum,email,Midwest,none,0.1955751348914789,0.5130957288278736,body-lotion-body-oil,221,344,0,0.0,0.0,0,0.0,0.0,0.0,0.8,4.5,0.5206072004516731,0.0
531,2025-07-12,Platinum,email,South,none,0.35812626988957086,0.662245449682035,face-serum,36,191,10,373.9,37.39,10,0.3,0.2,0.0,0.6666666666666666,4.375,0.7633977366704628,0.2
532,2025-01-25,Member,sms,South,none,0.5070674289015491,0.8722426482345214,face-sunscreen,39,359,1,54.0,54.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
533,2025-08-10,Member,app_push,Northeast,luxury,0.3844500094134519,0.4242421467090389,mini-skincare,37,162,3,156.0,52.0,3,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
534,2025-09-29,Member,email,Northeast,none,0.19984616121388796,0.6705458032871358,skin-care-sets-travel-value,33,112,5,641.0,128.2,3,0.0,0.4,0.0,0.0,0.0,0.0,0.2
535,2025-08-08,Diamond,app_push,Midwest,none,0.26826891053338847,0.41041728522053894,face-serum,26,164,15,1281.81,85.454,8,0.13333333333333333,0.26666666666666666,0.0,0.42857142857142855,4.5,0.5417398806241034,0.06666666666666667
536,2025-03-22,Member,email,Northeast,none,0.2111047077717532,0.5778644634416659,body-lotion-body-oil,23,303,2,304.5,152.25,2,0.0,0.5,0.0,0.3333333333333333,4.0,0.370401347571946,0.5
537,2025-09-10,Member,email,West,none,0.24736575259019863,0.13704563990800275,mini-skincare,53,131,9,318.75,35.416666666666664,8,0.2222222222222222,0.1111111111111111,0.0,0.4,4.0,-0.06532206389360917,0.1111111111111111
538,2025-04-02,Member,email,Northeast,none,0.418861068258906,0.6163478267902037,lip-balm-lip-care,96,292,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,2025-08-15,Member,app_push,Midwest,none,0.3552222106854962,0.29593983921479555,face-serum,33,157,7,277.0,39.57142857142857,6,0.0,0.2857142857142857,0.0,0.375,4.333333333333333,0.3140307259179715,0.14285714285714285
540,2025-09-07,Diamond,email,South,none,0.04252833865767124,0.3729731909757598,face-creams,21,134,41,2410.35,58.7890243902439,16,0.07317073170731707,0.34146341463414637,0.0,0.28,4.0,0.3485165968020604,0.07317073170731707
541,2025-05-26,Member,sms,Midwest,clean,0.19420372919843992,0.8486040974225756,eye-cream-dark-circles,25,238,13,879.27,67.63615384615385,10,0.23076923076923078,0.3076923076923077,0.46153846153846156,0.21428571428571427,3.6666666666666665,0.48938535743963163,0.07692307692307693
542,2025-07-05,Member,email,Midwest,none,0.3715858812506862,0.5219808930056297,face-wash-facial-cleanser,29,198,1,52.0,52.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
543,2025-09-14,Diamond,sms,South,luxury,0.7141371340127002,0.5538734429488553,facial-treatment-masks,30,127,34,1553.88,45.70235294117647,16,0.14705882352941177,0.23529411764705882,0.11764705882352941,0.21739130434782608,3.8,0.5250105870681413,0.058823529411764705
544,2025-02-26,Member,email,West,cruelty-free,0.2837953947115683,0.4526985122001055,face-creams,160,327,0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,4.0,1.0,0.0
545,2025-01-06,Member,email,Midwest,none,0.19813146410724258,0.2696540372155582,face-creams,29,378,7,421.0,60.142857142857146,6,0.0,0.5714285714285714,0.0,0.2,5.0,0.954505471460025,0.14285714285714285
546,2025-05-11,Platinum,sms,Midwest,luxury,0.13783138226325078,0.33431184222836713,face-creams,52,253,11,761.75,69.25,7,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.3,3.6666666666666665,0.419813028942756,0.09090909090909091
547,2025-02-24,Member,email,South,cruelty-free,0.486699306121271,0.5916370181797983,body-lotion-body-oil,36,329,9,315.27,35.03,5,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111
548,2025-09-23,Diamond,email,South,none,0.3545850739018579,0.3848942007033071,facial-treatment-masks,36,118,10,591.25,59.125,7,0.2,0.2,0.0,0.375,3.3333333333333335,0.24854978825885157,0.2
549,2025-09-18,Platinum,app_push,West,none,0.16806359726317444,0.28602100003338604,body-lotion-body-oil,34,123,13,569.8,43.83076923076923,8,0.07692307692307693,0.23076923076923078,0.0,0.4,4.5,0.6807927530680769,0.15384615384615385
550,2025-04-23,Member,email,South,planet,0.29279226391170005,0.3330672253210329,face-sunscreen,19,271,8,446.2,55.775,7,0.25,0.5,0.0,0.375,3.6666666666666665,0.1098612445820104,0.125
551,2025-04-03,Member,email,South,none,0.6913911097901296,0.4866272528521075,facial-treatment-masks,21,291,6,271.25,45.208333333333336,5,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666
552,2025-08-02,Member,email,South,none,0.35252598324838497,0.24622130297159842,face-serum,45,170,5,195.0,39.0,4,0.0,0.2,0.0,0.1111111111111111,5.0,1.0,0.2
553,2025-05-16,Platinum,email,West,planet,0.4043299227559817,0.04991695277336513,face-sunscreen,30,248,22,1009.0,45.86363636363637,12,0.09090909090909091,0.13636363636363635,0.0,0.09090909090909091,4.0,0.31956046584180886,0.09090909090909091
554,2025-01-30,Member,email,West,none,0.032901431824909226,0.13275754965820427,face-creams,47,354,2,66.0,33.0,2,0.0,0.0,0.0,0.125,5.0,0.898500661535092,0.5
555,2025-07-18,Member,email,South,none,0.41179386040068594,0.6280049888817623,lip-balm-lip-care,43,185,1,105.0,105.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
556,2025-08-07,Member,sms,South,cruelty-free,0.25528264214476837,0.2567984430276409,body-lotion-body-oil,103,165,0,0.0,0.0,0,0.0,0.0,0.0,0.5,4.0,0.022203478232144414,0.0
557,2025-01-22,Member,app_push,Midwest,none,0.1375018072851922,0.45474024748380115,lip-balm-lip-care,37,362,8,692.95,86.61875,7,0.125,0.25,0.0,0.125,5.0,1.0,0.125
