customer_id,join_date,loyalty_tier,pref_channel,region,label_affinity,discount_sensitivity,premium_pref,primary_category
538,2025-04-02,Member,email,Northeast,none,0.418861068258906,0.6163478267902037,lip-balm-lip-care
539,2025-08-15,Member,app_push,Midwest,none,0.3552222106854962,0.29593983921479555,face-serum
540,2025-09-07,Diamond,email,South,none,0.04252833865767124,0.3729731909757598,face-creams
541,2025-05-26,Member,sms,Midwest,clean,0.19420372919843992,0.8486040974225756,eye-cream-dark-circles
542,2025-07-05,Member,email,Midwest,none,0.3715858812506862,0.5219808930056297,face-wash-facial-cleanser
543,2025-09-14,Diamond,sms,South,luxury,0.7141371340127002,0.5538734429488553,facial-treatment-masks
544,2025-02-26,Member,email,West,cruelty-free,0.2837953947115683,0.4526985122001055,face-creams
545,2025-01-06,Member,email,Midwest,none,0.19813146410724258,0.2696540372155582,face-creams
546,2025-05-11,Platinum,sms,Midwest,luxury,0.13783138226325078,0.33431184222836713,face-creams
547,2025-02-24,Member,email,South,cruelty-free,0.486699306121271,0.5916370181797983,body-lotion-body-oil
548,2025-09-23,Diamond,email,South,none,0.3545850739018579,0.3848942007033071,facial-treatment-masks
549,2025-09-18,Platinum,app_push,West,none,0.16806359726317444,0.28602100003338604,body-lotion-body-oil
550,2025-04-23,Member,email,South,planet,0.29279226391170005,0.3330672253210329,face-sunscreen
551,2025-04-03,Member,email,South,none,0.6913911097901296,0.4866272528521075,facial-treatment-masks
552,2025-08-02,Member,email,South,none,0.35252598324838497,0.24622130297159842,face-serum
553,2025-05-16,Platinum,email,West,planet,0.4043299227559817,0.04991695277336513,face-sunscreen
554,2025-01-30,Member,email,West,none,0.032901431824909226,0.13275754965820427,face-creams
555,2025-07-18,Member,email,South,none,0.41179386040068594,0.6280049888817623,lip-balm-lip-care
556,2025-08-07,Member,sms,South,cruelty-free,0.25528264214476837,0.2567984430276409,body-lotion-body-oil
557,2025-01-22,Member,app_push,Midwest,none,0.1375018072851922,0.45474024748380115,lip-balm-lip-care
558,2025-08-21,Member,sms,South,luxury,0.4726393339687925,0.376787377106527,body-lotion-body-oil
559,2025-06-10,Diamond,email,West,none,0.1888745803483832,0.16863381785062004,face-serum
560,2025-09-05,Diamond,email,West,luxury,0.6525385951826481,0.6355714659354936,lip-balm-lip-care
561,2025-09-13,Member,sms,Midwest,none,0.7474468967978356,0.5076948482207854,eye-cream-dark-circles
562,2025-07-22,Platinum,app_push,West,none,0.40078578144856014,0.16219517948101053,face-serum
563,2025-04-11,Member,sms,Midwest,none,0.25992510828684073,0.6181490563682376,face-sunscreen
564,2025-04-22,Member,email,West,none,0.35449040089715783,0.41864182936843036,face-creams
565,2025-08-06,Member,email,Midwest,none,0.4846143165261588,0.30564253992261387,face-creams
566,2025-01-20,Diamond,app_push,Northeast,cruelty-free,0.3910596671480517,0.04392208045167411,body-lotion-body-oil
567,2025-03-11,Member,email,Midwest,planet,0.5471165306915287,0.19707584397283298,body-lotion-body-oil
568,2025-06-05,Member,email,Midwest,none,0.6376628562945944,0.4936443166243289,face-creams
569,2025-10-10,Diamond,app_push,South,none,0.4862936144424434,0.5803684563092983,face-sunscreen
570,2025-08-16,Member,email,Northeast,none,0.01873218371283035,0.2695113682486757,face-creams
571,2025-09-02,Platinum,app_push,South,none,0.11704350610188424,0.7920918808246136,eye-cream-dark-circles
572,2025-02-27,Member,email,West,none,0.3747131626543037,0.382899930377664,skin-care-sets-travel-value
573,2025-03-26,Platinum,email,Northeast,cruelty-free,0.5532637906438157,0.9096796425995536,eye-cream-dark-circles
574,2025-03-21,Platinum,email,Northeast,planet,0.4780999840716986,0.752089061424993,face-creams
575,2025-08-13,Platinum,sms,West,none,0.3630334301242243,0.8211991964264358,skin-care-sets-travel-value
576,2025-06-10,Diamond,email,West,none,0.5987177172732168,0.23955161510760814,face-creams
577,2025-03-05,Platinum,app_push,West,none,0.3232172164689893,0.1887665703937722,mini-skincare
578,2025-08-13,Diamond,email,West,none,0.25693535973430337,0.5536243771611836,face-serum
579,2025-07-11,Member,app_push,Midwest,none,0.20713190957480943,0.9076914063920388,face-sunscreen
580,2025-09-26,Member,email,South,clean,0.42386898490632263,0.72683595421942,face-serum
581,2025-06-17,Member,email,Midwest,cruelty-free,0.31253416625801844,0.7037664631577143,facial-treatment-masks
582,2025-02-07,Member,email,Midwest,none,0.4903338087182941,0.5852942980545827,body-lotion-body-oil
583,2025-09-24,Member,sms,South,cruelty-free,0.2277512263308978,0.7578025384807897,body-lotion-body-oil
584,2025-02-25,Platinum,email,Northeast,luxury,0.2553060827096766,0.5386922923478875,face-wash-facial-cleanser
585,2025-01-17,Platinum,sms,Midwest,none,0.518294336239357,0.47056809040490816,lip-balm-lip-care
586,2025-08-28,Member,email,Midwest,none,0.5991357812054064,0.8712392065587131,mini-skincare
587,2025-05-16,Diamond,sms,West,none,0.34336855880806194,0.5306798752501026,body-lotion-body-oil
588,2025-07-13,Member,app_push,South,none,0.540247297189586,0.599577192338731,eye-cream-dark-circles
589,2025-02-08,Member,email,South,none,0.048170381070743826,0.7975592898046174,skin-care-sets-travel-value
590,2025-08-05,Platinum,email,Northeast,luxury,0.1676216042899503,0.2867819148391835,lip-balm-lip-care
591,2025-05-02,Diamond,app_push,Northeast,none,0.18476430582645348,0.6150564676649322,face-serum
592,2025-10-27,Platinum,app_push,Northeast,none,0.16250879612591687,0.9364780661713418,face-sunscreen
593,2025-07-10,Member,app_push,Midwest,none,0.17373858962816138,0.5420923136781404,lip-balm-lip-care
594,2025-10-09,Member,email,West,none,0.18486017315534956,0.6123410542142372,lip-balm-lip-care
595,2025-08-26,Platinum,sms,Northeast,luxury,0.47901669434415894,0.7042136964585475,eye-cream-dark-circles
596,2025-09-10,Member,email,Northeast,none,0.5011120567397981,0.8712628828492865,face-wash-facial-cleanser
597,2025-01-27,Platinum,email,Midwest,none,0.485330373311648,0.8501347087680183,face-wash-facial-cleanser
598,2025-08-22,Platinum,sms,South,none,0.11081132871367642,0.8634479833388449,face-wash-facial-cleanser
599,2025-06-30,Member,email,Northeast,none,0.27039029192779307,0.6975517443271789,face-creams
600,2025-04-29,Diamond,email,West,luxury,0.16654457449566779,0.9101437795846192,mini-skincare
601,2025-04-04,Member,email,Northeast,none,0.3780216672484094,0.2443266534883439,facial-treatment-masks
602,2025-07-12,Platinum,email,South,none,0.6482156928945432,0.16589484548983158,body-lotion-body-oil
603,2025-03-01,Platinum,email,Midwest,none,0.17788236101561997,0.7167319695511231,face-wash-facial-cleanser
604,2025-02-25,Member,sms,West,none,0.3046978142085116,0.6469757101896144,face-creams
605,2025-09-20,Member,email,West,planet,0.5371565045676083,0.40770754312729157,eye-cream-dark-circles
606,2025-08-16,Member,app_push,Midwest,planet,0.4921412599295222,0.699990253163773,face-serum
607,2025-06-27,Member,app_push,Northeast,none,0.5697888500617636,0.3572799106903265,mini-skincare
608,2025-08-16,Member,app_push,Northeast,none,0.639008231997329,0.1888455221360048,face-wash-facial-cleanser
609,2025-04-07,Diamond,sms,Midwest,none,0.48406569467299715,0.8866053622668739,face-serum
610,2025-08-05,Diamond,email,South,none,0.4818498005325033,0.3738105165147652,mini-skincare
611,2025-03-03,Member,email,South,none,0.6160492138811551,0.6167591185229421,face-serum
612,2025-05-14,Diamond,email,Northeast,none,0.7594778168844334,0.7916502089676704,face-sunscreen
613,2025-02-14,Member,email,South,none,0.10795220803460913,0.09716124575448182,body-lotion-body-oil
614,2025-04-24,Member,email,South,none,0.8051559609210903,0.2957634782425544,mini-skincare
615,2025-04-13,Platinum,app_push,South,cruelty-free,0.15361519593190395,0.4102336159141689,lip-balm-lip-care
616,2025-05-06,Member,app_push,South,none,0.31037355914186865,0.14814058500858077,face-creams
617,2025-05-23,Platinum,sms,Midwest,luxury,0.34793242917858197,0.34603042730896477,face-sunscreen
618,2025-01-11,Platinum,email,South,none,0.9076191237729453,0.9375840968392883,eye-cream-dark-circles
619,2025-04-13,Member,app_push,West,none,0.44580787796764376,0.5709070980556362,facial-treatment-masks
620,2025-09-11,Member,app_push,South,none,0.11708229531427417,0.13487445537433126,face-serum
621,2025-05-10,Platinum,email,South,clean,0.2714368646857139,0.5576812410635409,facial-treatment-masks
622,2025-06-12,Platinum,email,West,none,0.42111314350406376,0.8649810419578332,lip-balm-lip-care
623,2025-01-31,Diamond,email,Midwest,cruelty-free,0.04059062054217975,0.3407752931875887,face-sunscreen
624,2025-04-27,Member,email,West,none,0.5631522589956733,0.5333358488783135,mini-skincare
625,2025-10-18,Platinum,app_push,South,none,0.5960500947609615,0.31893391273056315,mini-skincare
626,2025-06-14,Diamond,email,West,none,0.42694590921705367,0.5294024724677541,face-sunscreen
627,2025-01-07,Member,email,Midwest,none,0.25358085928822166,0.7944154683801337,face-creams
628,2025-08-05,Member,email,South,none,0.5285992778993107,0.8114679217846094,face-creams
629,2025-08-19,Member,app_push,South,none,0.12621450049575286,0.39829834165557004,face-sunscreen
630,2025-04-25,Member,email,Northeast,none,0.3852472386423154,0.14408942279818554,skin-care-sets-travel-value
631,2025-01-10,Member,sms,Northeast,none,0.4539400332679792,0.7079373735170994,facial-treatment-masks
632,2025-09-07,Member,email,Northeast,cruelty-free,0.22162764317275443,0.4858998498009464,skin-care-sets-travel-value
633,2025-03-17,Member,sms,South,none,0.5089107853099187,0.49979465063521966,lip-balm-lip-care
634,2025-10-03,Platinum,app_push,South,clean,0.33783559858133994,0.5370404402849883,face-serum
635,2025-04-20,Member,app_push,South,none,0.36143495574097056,0.8894607957447807,face-serum
636,2025-04-27,Member,app_push,Northeast,none,0.4908519609450913,0.4693984622794901,skin-care-sets-travel-value
637,2025-08-27,Member,email,Northeast,none,0.4082917228530112,0.6812569896144894,face-sunscreen
638,2025-02-11,Member,email,Northeast,cruelty-free,0.5126413196125345,0.22362939590587572,mini-skincare
639,2025-01-09,Platinum,email,Northeast,none,0.6324782027546214,0.4728464000828175,skin-care-sets-travel-value
640,2025-08-17,Member,email,South,none,0.3694419767652165,0.4214751273937515,body-lotion-body-oil
641,2025-10-05,Member,email,Midwest,none,0.15678562872183793,0.6727910137504545,face-sunscreen
642,2025-10-25,Member,sms,Northeast,none,0.3386472505692152,0.8443241616866127,facial-treatment-masks
643,2025-02-08,Member,email,West,clean,0.39582542585392544,0.23509118866176162,skin-care-sets-travel-value
644,2025-02-14,Diamond,email,West,none,0.46581083640686943,0.3343535610720314,face-sunscreen
645,2025-04-12,Member,sms,Midwest,clean,0.04694125513924255,0.4469140743394355,lip-balm-lip-care
646,2025-08-02,Member,sms,Northeast,planet,0.37039767010152247,0.2383959674995782,face-sunscreen
647,2025-10-01,Platinum,app_push,Northeast,none,0.3417661757892245,0.5533309909870726,face-wash-facial-cleanser
648,2025-09-05,Member,email,South,none,0.4519342349873114,0.23345345743503362,face-wash-facial-cleanser
649,2025-04-23,Diamond,email,West,none,0.8464480918591158,0.3562316212753515,mini-skincare
650,2025-10-04,Member,app_push,West,none,0.5140549198890757,0.9161206082355623,mini-skincare
651,2025-03-18,Member,email,Midwest,none,0.23368114079713392,0.753901466305739,face-serum
652,2025-02-07,Platinum,sms,West,planet,0.26355402237695624,0.3743073873332539,face-sunscreen
653,2025-05-11,Platinum,email,Northeast,luxury,0.37682812867573845,0.8218556128136189,mini-skincare
654,2025-01-28,Platinum,email,South,clean,0.870585574320028,0.7045213436823488,eye-cream-dark-circles
655,2025-07-23,Diamond,sms,South,none,0.08565576262539097,0.23465273998419045,eye-cream-dark-circles
656,2025-10-24,Member,sms,Northeast,none,0.4657046022263365,0.5574608317028814,facial-treatment-masks
657,2025-02-02,Member,sms,South,clean,0.2347994682576417,0.7168069541531545,body-lotion-body-oil
658,2025-02-05,Platinum,email,South,none,0.21093190289006802,0.5105248630471012,eye-cream-dark-circles
659,2025-02-23,Diamond,sms,West,none,0.3165624762903185,0.48148125280822235,body-lotion-body-oil
660,2025-02-23,Platinum,email,Northeast,none,0.13517184291897505,0.5476591101663726,facial-treatment-masks
661,2025-06-10,Member,email,South,none,0.49471991299874357,0.6873911968816969,face-serum
662,2025-06-22,Member,email,Northeast,none,0.35540627613974307,0.347704950498791,face-creams
663,2025-10-13,Member,email,South,none,0.4792658160820056,0.7440386446572976,eye-cream-dark-circles
664,2025-05-14,Member,email,South,planet,0.4969967917047613,0.27835835832763334,face-wash-facial-cleanser
665,2025-10-06,Diamond,email,South,none,0.47530739451439585,0.9232027678848946,lip-balm-lip-care
666,2025-08-14,Platinum,email,West,none,0.2732004734269872,0.5664161625490752,face-sunscreen
667,2025-09-14,Platinum,email,South,none,0.428821577775971,0.24347103626723832,face-creams
668,2025-02-27,Diamond,email,South,none,0.47883919888350807,0.11118822423868122,mini-skincare
669,2025-05-17,Member,app_push,Northeast,clean,0.7020759345491491,0.9321633223347213,facial-treatment-masks
670,2025-10-02,Platinum,app_push,South,none,0.10343241355840162,0.5961200975440553,lip-balm-lip-care
671,2025-08-14,Member,email,Northeast,none,0.5907469072377142,0.7873277918940369,face-wash-facial-cleanser
672,2025-03-07,Platinum,email,South,none,0.2879462884180977,0.4467118113331891,face-sunscreen
673,2025-09-11,Member,email,South,planet,0.3165951459542555,0.8097434794661964,face-wash-facial-cleanser
674,2025-08-19,Member,email,South,clean,0.8212786386138273,0.9275916619668412,face-serum
675,2025-02-13,Platinum,email,South,none,0.12149789135776468,0.5684962913014634,mini-skincare
676,2025-01-21,Member,email,Northeast,none,0.6209594418152173,0.6536718273151659,lip-balm-lip-care
677,2025-03-19,Member,email,West,none,0.33180170338755344,0.570577194904687,eye-cream-dark-circles
678,2025-05-23,Member,email,Northeast,planet,0.6492270227483803,0.2945858645322532,facial-treatment-masks
679,2025-02-16,Platinum,sms,South,none,0.4455784491367049,0.18148057465118456,facial-treatment-masks
680,2025-01-10,Member,email,West,planet,0.39961441301694345,0.4650622845239457,face-sunscreen
681,2025-02-03,Platinum,app_push,Northeast,none,0.11332584136110327,0.6848078573779821,face-serum
682,2025-04-05,Member,app_push,Northeast,none,0.15468792655903232,0.4457098114157616,eye-cream-dark-circles
683,2025-04-27,Member,email,South,luxury,0.273407954622659,0.423472242351737,face-sunscreen
684,2025-04-04,Member,sms,Midwest,planet,0.24980740300670987,0.22494578934999687,body-lotion-body-oil
685,2025-05-15,Platinum,app_push,South,none,0.5861997803022385,0.5152459324877647,face-creams
686,2025-08-04,Diamond,email,South,none,0.28779998086428593,0.4909454375168696,face-creams
687,2025-03-16,Diamond,sms,Midwest,none,0.4195229849693384,0.4515570573297568,mini-skincare
688,2025-05-17,Member,email,Midwest,clean,0.2312860326666356,0.5969574295880098,face-sunscreen
689,2025-08-07,Platinum,email,South,none,0.502869975096508,0.256066913266375,face-sunscreen
690,2025-01-18,Platinum,email,Midwest,none,0.2010322586332247,0.44770221020171536,facial-treatment-masks
691,2025-10-09,Member,email,West,none,0.3248937173173189,0.5207251780598063,face-sunscreen
692,2025-10-26,Platinum,sms,South,none,0.6001380618764017,0.4876679641416987,skin-care-sets-travel-value
693,2025-03-29,Diamond,email,South,clean,0.3696103895540017,0.48264999053709057,body-lotion-body-oil
694,2025-09-24,Member,email,Midwest,none,0.22626874278567827,0.5595000599769996,mini-skincare
695,2025-03-17,Diamond,app_push,South,cruelty-free,0.16272169370112252,0.36197168351557174,face-creams
696,2025-10-02,Member,email,Northeast,none,0.25046523408819654,0.7699403591441971,face-serum
697,2025-07-18,Member,email,West,clean,0.5097163964714845,0.2184564491778622,lip-balm-lip-care
698,2025-03-15,Platinum,app_push,Northeast,none,0.5521667899781161,0.9465222947063707,face-serum
699,2025-01-19,Member,sms,Midwest,luxury,0.28159195984718816,0.4165954306265367,mini-skincare
700,2025-04-29,Member,sms,South,none,0.3282308745612542,0.24664284823124996,face-serum
701,2025-08-12,Member,email,West,luxury,0.07681767269553318,0.39080799771330227,eye-cream-dark-circles
702,2025-03-10,Member,sms,South,none,0.3195379357583563,0.3156489120279118,eye-cream-dark-circles
703,2025-06-04,Platinum,email,West,none,0.07614295639712614,0.37061408031326426,mini-skincare
704,2025-02-07,Platinum,email,South,none,0.2183473121771608,0.904654889917335,face-wash-facial-cleanser
705,2025-05-08,Member,email,South,none,0.12972595389331237,0.20576049270454885,face-sunscreen
706,2025-01-10,Member,email,Midwest,none,0.3417797559157531,0.11171342842453616,face-creams
707,2025-10-23,Platinum,app_push,West,none,0.5915093268909989,0.30083111111557104,lip-balm-lip-care
708,2025-06-01,Diamond,sms,South,luxury,0.23278364753778094,0.7286812853594591,body-lotion-body-oil
709,2025-09-10,Diamond,app_push,West,none,0.3442808455608644,0.7720652127820422,eye-cream-dark-circles
710,2025-02-06,Member,email,Midwest,clean,0.15114650926097742,0.47625168649660404,skin-care-sets-travel-value
711,2025-02-20,Member,email,West,none,0.27174408040851183,0.3378364431812171,face-serum
712,2025-02-22,Member,email,Northeast,luxury,0.6446917188120439,0.9347804474502018,eye-cream-dark-circles
713,2025-06-20,Member,email,West,none,0.37680336295974065,0.7385485850189513,face-sunscreen
714,2025-09-16,Member,email,Midwest,none,0.050580792659212795,0.2848802988159159,skin-care-sets-travel-value
715,2025-07-02,Member,email,West,luxury,0.7766456920202377,0.5627776605707836,face-sunscreen
716,2025-05-26,Member,email,South,planet,0.19500240101939914,0.6032797012959287,face-serum
717,2025-10-10,Member,email,South,luxury,0.13027333284565837,0.8373161667155005,facial-treatment-masks
718,2025-02-25,Member,app_push,West,cruelty-free,0.36478811743804085,0.5039833085952826,mini-skincare
719,2025-02-19,Member,email,Midwest,clean,0.4622202975386875,0.49996872420576133,lip-balm-lip-care
720,2025-07-20,Platinum,app_push,South,none,0.37440363850346065,0.09511870817215959,face-creams
721,2025-09-14,Platinum,email,South,cruelty-free,0.7773944555266061,0.5322350771543635,skin-care-sets-travel-value
722,2025-03-21,Diamond,email,West,none,0.6207027964950271,0.8489390423968763,facial-treatment-masks
723,2025-03-20,Diamond,app_push,Midwest,none,0.2939544921711074,0.20114701692193626,mini-skincare
724,2025-06-08,Platinum,email,Northeast,none,0.27563805883613146,0.6159294900205923,skin-care-sets-travel-value
725,2025-08-22,Diamond,email,South,luxury,0.24820944424377553,0.4195090245912273,skin-care-sets-travel-value
726,2025-03-26,Member,email,South,none,0.660224832119088,0.30267949978575964,face-sunscreen
727,2025-09-05,Platinum,email,Northeast,none,0.34598414202145805,0.4683071630430226,face-serum
728,2025-06-04,Member,email,South,none,0.45017977531345404,0.20097946855853144,eye-cream-dark-circles
729,2025-07-31,Member,sms,Midwest,planet,0.38292758632502794,0.6668885829087777,face-wash-facial-cleanser
730,2025-07-08,Diamond,sms,Northeast,none,0.3316652346144269,0.24673551858068138,face-serum
731,2025-05-25,Member,email,South,none,0.5814131144750236,0.5416207829719661,face-serum
732,2025-06-10,Member,email,West,luxury,0.034012895371944095,0.3964861853489616,face-sunscreen
733,2025-10-26,Platinum,email,Northeast,none,0.05009333548620518,0.46798400266670587,face-wash-facial-cleanser
734,2025-04-29,Member,app_push,Northeast,none,0.4900225078324554,0.6873580656776733,mini-skincare
735,2025-10-11,Platinum,email,West,none,0.5093113241004119,0.19539672099754057,skin-care-sets-travel-value
736,2025-08-26,Member,email,Midwest,none,0.22620915080070425,0.24007693709111416,face-sunscreen
737,2025-02-24,Member,sms,South,clean,0.5456586610127887,0.45277150019699564,face-wash-facial-cleanser
738,2025-09-20,Member,email,West,none,0.06457462703881726,0.7506880546856487,lip-balm-lip-care
739,2025-04-25,Member,app_push,Northeast,none,0.7573433267146557,0.8910783224157394,lip-balm-lip-care
740,2025-02-23,Diamond,app_push,Northeast,none,0.3871313133707797,0.25041064990525,lip-balm-lip-care
741,2025-03-17,Member,email,West,cruelty-free,0.21583108094317058,0.8296812946801518,skin-care-sets-travel-value
742,2025-02-10,Member,sms,Midwest,none,0.43980316431965877,0.6837381717671673,facial-treatment-masks
743,2025-04-12,Member,email,South,none,0.5565058669619332,0.6581429705996041,face-wash-facial-cleanser
744,2025-02-03,Platinum,app_push,South,none,0.24086715380502832,0.3638387982843396,face-wash-facial-cleanser
745,2025-06-13,Platinum,email,Northeast,none,0.2986211736918668,0.816835610468157,face-creams
746,2025-10-21,Member,email,South,none,0.14867142198099312,0.18241109543142148,eye-cream-dark-circles
747,2025-10-17,Member,email,South,clean,0.6023368690737289,0.4417515783813389,mini-skincare
748,2025-10-10,Platinum,email,West,planet,0.14479081695704807,0.7365608279445126,facial-treatment-masks
749,2025-03-15,Member,email,South,none,0.23764005111967587,0.41972276493752725,face-creams
750,2025-03-11,Member,app_push,Northeast,luxury,0.371132468035804,0.36367529772164775,mini-skincare
751,2025-07-23,Member,sms,Northeast,none,0.3132065461317856,0.6884351582203937,face-serum
752,2025-10-18,Member,sms,South,planet,0.5981593774048708,0.5978789673833883,body-lotion-body-oil
753,2025-09-05,Diamond,sms,Midwest,none,0.42585773414552563,0.5221424686007591,face-sunscreen
754,2025-03-04,Platinum,email,Midwest,clean,0.45380687715515305,0.7636071989000318,mini-skincare
755,2025-08-09,Member,app_push,Midwest,none,0.17702734921788013,0.47424317655180687,mini-skincare
756,2025-06-01,Member,sms,West,cruelty-free,0.2855906897900187,0.2015520228049563,body-lotion-body-oil
757,2025-05-13,Platinum,email,Midwest,none,0.36007072366219645,0.14177205853434227,body-lotion-body-oil
758,2025-05-30,Platinum,email,Midwest,none,0.6302508491233445,0.39109343903998983,mini-skincare
759,2025-06-13,Member,email,Midwest,planet,0.23117454859410827,0.7142842174297213,eye-cream-dark-circles
760,2025-10-02,Member,email,Midwest,none,0.375179455758035,0.5571157885186966,mini-skincare
761,2025-08-26,Member,email,Midwest,none,0.5321041347849528,0.4591310072394668,face-sunscreen
762,2025-01-13,Platinum,email,West,none,0.5211326575434412,0.7454640970948299,mini-skincare
763,2025-08-17,Platinum,app_push,Northeast,none,0.2937503336773999,0.1534750056798772,body-lotion-body-oil
764,2025-04-05,Platinum,email,Midwest,none,0.7087571929045711,0.6378840073080988,skin-care-sets-travel-value
765,2025-04-12,Member,email,Northeast,none,0.8526323965792829,0.7334482862385021,mini-skincare
766,2025-06-29,Diamond,email,Northeast,luxury,0.41072433098353184,0.37910006394487544,skin-care-sets-travel-value
767,2025-10-23,Member,sms,West,luxury,0.17237170020306913,0.5544680425294729,facial-treatment-masks
768,2025-01-20,Diamond,sms,South,clean,0.5015920593920747,0.24989012749329792,eye-cream-dark-circles
769,2025-06-04,Member,email,South,cruelty-free,0.6150713870896242,0.47176065002518425,mini-skincare
770,2025-03-12,Member,app_push,Northeast,none,0.5016377145500547,0.4300645360675994,lip-balm-lip-care
771,2025-10-02,Platinum,email,South,clean,0.14990359035636872,0.16144004891250088,facial-treatment-masks
772,2025-05-20,Platinum,email,Northeast,planet,0.033022840188951304,0.458792128834628,face-sunscreen
773,2025-09-14,Platinum,sms,Midwest,none,0.11575201048737944,0.4543808058649244,face-sunscreen
774,2025-09-22,Member,email,West,cruelty-free,0.30684610767471415,0.7922267526842236,facial-treatment-masks
775,2025-01-31,Member,app_push,Midwest,none,0.23620217005239166,0.7262926669979849,body-lotion-body-oil
776,2025-08-17,Member,email,Midwest,planet,0.2975467912736342,0.6043318244862498,face-serum
777,2025-08-26,Member,email,South,none,0.2441625239093836,0.3949594817361384,eye-cream-dark-circles
778,2025-09-06,Member,sms,South,luxury,0.2415923961438157,0.6595879141994407,lip-balm-lip-care
779,2025-10-24,Member,app_push,Midwest,clean,0.4062051253800124,0.488337241257064,face-serum
780,2025-08-17,Member,app_push,South,none,0.5443648456179623,0.47379813004093574,face-serum
781,2025-09-08,Platinum,email,South,none,0.4053823180063314,0.6950584430117007,mini-skincare
782,2025-08-01,Member,email,South,none,0.2470761480762438,0.22102325822714985,face-sunscreen
783,2025-03-30,Member,email,West,planet,0.1582854552821523,0.5824321062268508,face-wash-facial-cleanser
784,2025-09-12,Diamond,sms,Midwest,none,0.5735159158514513,0.7355530362196109,mini-skincare
785,2025-07-30,Member,email,Midwest,none,0.3427733180894709,0.2547151032350995,body-lotion-body-oil
786,2025-07-24,Member,app_push,Northeast,none,0.19366453298709424,0.27872855190227946,lip-balm-lip-care
787,2025-10-19,Member,sms,West,planet,0.2250835832505315,0.7693999944591277,face-wash-facial-cleanser
788,2025-08-09,Member,email,South,none,0.013171582645670596,0.8557849186503603,facial-treatment-masks
789,2025-04-12,Member,email,Midwest,clean,0.45017994090073604,0.3327169860354953,body-lotion-body-oil
790,2025-04-01,Platinum,email,South,none,0.18441393970347575,0.5885621357443507,skin-care-sets-travel-value
791,2025-04-09,Member,app_push,West,none,0.5064983404450024,0.7577325728425753,face-sunscreen
792,2025-02-20,Platinum,email,Northeast,none,0.20893601116100977,0.41250564126909295,face-serum
793,2025-01-25,Diamond,sms,Northeast,none,0.214615346997749,0.7940567711246314,facial-treatment-masks
794,2025-08-15,Member,app_push,South,none,0.674576074577766,0.7806257873271126,skin-care-sets-travel-value
795,2025-08-24,Member,email,Northeast,clean,0.22714664220153707,0.03621338225311345,face-wash-facial-cleanser
796,2025-02-19,Member,app_push,Midwest,none,0.23505129061181915,0.5140925282975342,eye-cream-dark-circles
797,2025-04-29,Member,email,Northeast,planet,0.40780798704245386,0.8296680977765273,facial-treatment-masks
798,2025-10-03,Member,email,Northeast,none,0.40985897715725367,0.8032722990329477,face-serum
799,2025-09-09,Platinum,email,South,none,0.24863956803957896,0.08279870256679923,face-creams
800,2025-06-28,Member,sms,Northeast,none,0.7170555488631475,0.5664883356003926,facial-treatment-masks
801,2025-10-19,Platinum,email,West,planet,0.4827216800450087,0.7511638709054396,lip-balm-lip-care
802,2025-04-09,Platinum,app_push,South,none,0.16549550075515265,0.5318942221203459,lip-balm-lip-care
803,2025-09-11,Member,email,South,cruelty-free,0.3009739040274852,0.5895992173926659,eye-cream-dark-circles
804,2025-10-08,Member,sms,Midwest,none,0.34617469514982685,0.4363632621650379,skin-care-sets-travel-value
805,2025-06-27,Platinum,email,West,none,0.47650326831384854,0.47840578828513636,face-serum
806,2025-02-16,Platinum,sms,South,luxury,0.17675624304358067,0.308650192038301,body-lotion-body-oil
807,2025-03-30,Member,sms,South,none,0.3317789117942505,0.273023043401598,skin-care-sets-travel-value
808,2025-06-04,Platinum,email,South,none,0.2699991942275634,0.297388196236603,eye-cream-dark-circles
809,2025-03-25,Member,email,Midwest,none,0.7524973327347168,0.5840038991350752,face-serum
810,2025-01-28,Member,app_push,West,luxury,0.33454777828114796,0.63979613529672,eye-cream-dark-circles
811,2025-02-21,Member,app_push,Northeast,none,0.19605039293994225,0.6622593977722517,mini-skincare
812,2025-10-17,Platinum,email,Northeast,none,0.5572950581660555,0.5336435548339161,facial-treatment-masks
813,2025-04-25,Member,email,South,cruelty-free,0.19235294098203945,0.2681190893790653,face-creams
814,2025-06-22,Member,app_push,South,cruelty-free,0.12386878852458047,0.5198798865095758,eye-cream-dark-circles
815,2025-05-12,Platinum,email,Midwest,planet,0.20530900649133008,0.17383104999675264,mini-skincare
816,2025-08-30,Member,app_push,Midwest,none,0.5167753050342664,0.12055828905291761,face-serum
817,2025-01-31,Platinum,sms,Midwest,none,0.3930900489817214,0.8035824824486241,body-lotion-body-oil
818,2025-03-26,Platinum,email,South,none,0.17415229645820213,0.344867909492221,face-wash-facial-cleanser
819,2025-06-25,Member,app_push,South,none,0.3880600257537937,0.2687207063389527,face-wash-facial-cleanser
820,2025-08-29,Member,email,West,cruelty-free,0.4722315159775793,0.4807561063526309,skin-care-sets-travel-value
821,2025-05-19,Platinum,sms,Northeast,none,0.2572919160505981,0.5749057438105258,skin-care-sets-travel-value
822,2025-07-30,Member,app_push,Northeast,none,0.7162107137775534,0.8093844516041936,skin-care-sets-travel-value
823,2025-08-29,Member,sms,Northeast,none,0.18175606960165308,0.6821022148233972,body-lotion-body-oil
